Airline,AirportFrom,AirportTo,total_flights,delayed_flights,delay_rate
US,PVD,CLT,138,33,0.2391304347826087
US,PVD,DCA,31,3,0.0967741935483871
US,PVD,PHL,102,19,0.18627450980392157
US,PWM,CLT,16,2,0.125
US,RDU,CLT,221,84,0.38009049773755654
US,RDU,PHL,129,32,0.24806201550387597
US,RIC,CLT,96,18,0.1875
US,RNO,PHX,126,40,0.31746031746031744
US,ROC,CLT,31,7,0.22580645161290322
US,RSW,CLT,171,44,0.2573099415204678
US,RSW,DCA,8,4,0.5
US,RSW,PHL,73,19,0.2602739726027397
US,SAN,CLT,52,28,0.5384615384615384
US,SAN,PHL,69,34,0.4927536231884058
US,SAN,PHX,192,40,0.20833333333333334
US,SAT,CLT,31,1,0.03225806451612903
US,SAT,PHX,31,4,0.12903225806451613
US,SEA,CLT,60,34,0.5666666666666667
US,SEA,PHL,68,29,0.4264705882352941
US,SEA,PHX,163,48,0.294478527607362
US,SFO,CLT,128,69,0.5390625
US,SFO,LAS,45,12,0.26666666666666666
US,SFO,PHL,117,49,0.4188034188034188
US,SFO,PHX,163,42,0.25766871165644173
US,SJC,PHX,153,53,0.3464052287581699
US,SJU,CLT,80,30,0.375
US,SJU,PHL,112,32,0.2857142857142857
US,SLC,PHX,139,56,0.4028776978417266
US,SMF,PHX,144,79,0.5486111111111112
US,SNA,PHX,178,32,0.1797752808988764
US,STL,CLT,62,24,0.3870967741935484
US,STL,PHX,95,22,0.23157894736842105
US,STT,CLT,35,5,0.14285714285714285
US,STT,PHL,22,11,0.5
US,STX,CLT,2,2,1.0
US,SYR,CLT,63,23,0.36507936507936506
US,SYR,DCA,27,4,0.14814814814814814
US,SYR,PHL,27,6,0.2222222222222222
US,TPA,CLT,271,68,0.25092250922509224
US,TPA,DCA,150,20,0.13333333333333333
US,TPA,PHL,154,39,0.2532467532467532
US,TPA,PHX,70,19,0.2714285714285714
US,TUS,PHX,27,4,0.14814814814814814
WN,ABQ,BWI,39,24,0.6153846153846154
WN,ABQ,DAL,233,153,0.6566523605150214
WN,ABQ,DEN,89,59,0.6629213483146067
WN,ABQ,ELP,55,33,0.6
WN,ABQ,HOU,86,62,0.7209302325581395
WN,ABQ,LAS,156,101,0.6474358974358975
WN,ABQ,LAX,118,78,0.6610169491525424
WN,ABQ,LBB,31,23,0.7419354838709677
WN,ABQ,MAF,31,17,0.5483870967741935
WN,ABQ,MCI,38,31,0.8157894736842105
WN,ABQ,MCO,32,25,0.78125
WN,ABQ,MDW,62,31,0.5
WN,ABQ,OAK,87,59,0.6781609195402298
WN,ABQ,PDX,31,24,0.7741935483870968
WN,ABQ,PHX,251,156,0.6215139442231076
WN,ABQ,SAN,59,49,0.8305084745762712
WN,ABQ,SEA,61,47,0.7704918032786885
WN,ABQ,SLC,31,29,0.9354838709677419
WN,ABQ,STL,31,19,0.6129032258064516
WN,ABQ,TUS,62,42,0.6774193548387096
WN,ALB,BWI,146,84,0.5753424657534246
WN,ALB,FLL,31,9,0.2903225806451613
WN,ALB,LAS,31,24,0.7741935483870968
WN,ALB,MCO,75,37,0.49333333333333335
WN,ALB,MDW,62,31,0.5
WN,ALB,TPA,31,14,0.45161290322580644
WN,AMA,DAL,156,87,0.5576923076923077
WN,AMA,DEN,56,42,0.75
WN,AMA,LAS,31,27,0.8709677419354839
WN,AUS,BNA,56,39,0.6964285714285714
WN,AUS,BWI,70,57,0.8142857142857143
WN,AUS,DAL,327,195,0.5963302752293578
WN,AUS,DEN,86,54,0.627906976744186
WN,AUS,ELP,93,57,0.6129032258064516
WN,AUS,FLL,31,26,0.8387096774193549
WN,AUS,HOU,141,87,0.6170212765957447
WN,AUS,HRL,31,9,0.2903225806451613
WN,AUS,LAS,92,62,0.6739130434782609
WN,AUS,LAX,56,41,0.7321428571428571
WN,AUS,LBB,56,34,0.6071428571428571
WN,AUS,MCO,32,17,0.53125
WN,AUS,MDW,59,41,0.6949152542372882
WN,AUS,OAK,31,28,0.9032258064516129
WN,AUS,PHX,112,86,0.7678571428571429
WN,AUS,SAN,62,37,0.5967741935483871
WN,AUS,SJC,56,26,0.4642857142857143
WN,AUS,TPA,31,24,0.7741935483870968
WN,BDL,BNA,31,12,0.3870967741935484
WN,BDL,BWI,229,141,0.6157205240174672
WN,BDL,DEN,31,25,0.8064516129032258
WN,BDL,FLL,31,11,0.3548387096774194
WN,BDL,LAS,31,31,1.0
WN,BDL,MCO,91,53,0.5824175824175825
WN,BDL,MDW,95,60,0.631578947368421
WN,BDL,TPA,58,30,0.5172413793103449
WN,BHM,BNA,60,45,0.75
WN,BHM,BWI,87,59,0.6781609195402298
WN,BHM,DAL,89,65,0.7303370786516854
WN,BHM,HOU,62,39,0.6290322580645161
WN,BHM,JAX,31,26,0.8387096774193549
WN,BHM,LAS,31,26,0.8387096774193549
WN,BHM,MCO,63,43,0.6825396825396826
WN,BHM,MDW,61,39,0.639344262295082
WN,BHM,MSY,56,44,0.7857142857142857
WN,BHM,PHX,31,19,0.6129032258064516
WN,BHM,SDF,39,32,0.8205128205128205
WN,BHM,STL,31,20,0.6451612903225806
WN,BHM,TPA,63,39,0.6190476190476191
WN,BNA,AUS,56,35,0.625
WN,BNA,BDL,31,26,0.8387096774193549
WN,BNA,BHM,60,53,0.8833333333333333
WN,BNA,BWI,187,134,0.7165775401069518
WN,BNA,CLE,62,46,0.7419354838709677
WN,BNA,CMH,56,40,0.7142857142857143
WN,BNA,DEN,88,73,0.8295454545454546
WN,BNA,DTW,56,43,0.7678571428571429
WN,BNA,ECP,62,37,0.5967741935483871
WN,BNA,FLL,62,43,0.6935483870967742
WN,BNA,HOU,118,91,0.7711864406779662
WN,BNA,JAX,87,60,0.6896551724137931
WN,BNA,LAS,84,63,0.75
WN,BNA,LAX,61,54,0.8852459016393442
WN,BNA,MCI,87,68,0.7816091954022989
WN,BNA,MCO,124,89,0.717741935483871
WN,BNA,MDW,201,132,0.6567164179104478
WN,BNA,MSY,88,65,0.7386363636363636
WN,BNA,ORF,31,24,0.7741935483870968
WN,BNA,PHL,61,41,0.6721311475409836
WN,BNA,PHX,62,51,0.8225806451612904
WN,BNA,RDU,119,88,0.7394957983193278
WN,BNA,SAN,31,29,0.9354838709677419
WN,BNA,SAT,56,45,0.8035714285714286
WN,BNA,STL,56,35,0.625
WN,BNA,TPA,119,95,0.7983193277310925
WN,BOI,DEN,61,23,0.3770491803278688
WN,BOI,GEG,87,51,0.5862068965517241
WN,BOI,LAS,62,49,0.7903225806451613
WN,BOI,OAK,62,36,0.5806451612903226
WN,BOI,PDX,56,44,0.7857142857142857
WN,BOI,RNO,56,31,0.5535714285714286
WN,BOI,SEA,58,39,0.6724137931034483
WN,BOI,SLC,56,39,0.6964285714285714
WN,BOS,BWI,229,125,0.5458515283842795
WN,BOS,DEN,62,38,0.6129032258064516
WN,BOS,MDW,145,64,0.4413793103448276
WN,BOS,PHL,228,107,0.4692982456140351
WN,BOS,PHX,31,25,0.8064516129032258
WN,BOS,STL,62,40,0.6451612903225806
WN,BUF,BWI,175,139,0.7942857142857143
WN,BUF,FLL,31,21,0.6774193548387096
WN,BUF,LAS,31,26,0.8387096774193549
WN,BUF,MCO,67,49,0.7313432835820896
WN,BUF,MDW,118,96,0.8135593220338984
WN,BUF,PHX,31,24,0.7741935483870968
WN,BUF,TPA,62,51,0.8225806451612904
WN,BUR,LAS,327,229,0.7003058103975535
WN,BUR,OAK,375,218,0.5813333333333334
WN,BUR,PHX,227,154,0.6784140969162996
WN,BUR,SJC,227,140,0.6167400881057269
WN,BUR,SMF,223,139,0.6233183856502242
WN,BWI,ABQ,39,34,0.8717948717948718
WN,BWI,ALB,144,106,0.7361111111111112
WN,BWI,AUS,70,58,0.8285714285714286
WN,BWI,BDL,228,171,0.75
WN,BWI,BHM,87,72,0.8275862068965517
WN,BWI,BNA,187,138,0.7379679144385026
WN,BWI,BOS,230,148,0.6434782608695652
WN,BWI,BUF,176,145,0.8238636363636364
WN,BWI,CLE,112,87,0.7767857142857143
WN,BWI,CMH,144,107,0.7430555555555556
WN,BWI,DEN,118,85,0.7203389830508474
WN,BWI,DTW,96,85,0.8854166666666666
WN,BWI,ECP,62,44,0.7096774193548387
WN,BWI,FLL,131,102,0.7786259541984732
WN,BWI,HOU,88,71,0.8068181818181818
WN,BWI,IND,95,72,0.7578947368421053
WN,BWI,ISP,149,119,0.7986577181208053
WN,BWI,JAN,39,30,0.7692307692307693
WN,BWI,JAX,121,100,0.8264462809917356
WN,BWI,LAS,89,70,0.7865168539325843
WN,BWI,LAX,31,20,0.6451612903225806
WN,BWI,LGA,93,74,0.7956989247311828
WN,BWI,LIT,31,25,0.8064516129032258
WN,BWI,MCI,83,63,0.7590361445783133
WN,BWI,MCO,217,162,0.7465437788018433
WN,BWI,MDW,188,121,0.6436170212765957
WN,BWI,MHT,215,158,0.7348837209302326
WN,BWI,MKE,89,68,0.7640449438202247
WN,BWI,MSY,58,48,0.8275862068965517
WN,BWI,OKC,31,25,0.8064516129032258
WN,BWI,ORF,115,90,0.782608695652174
WN,BWI,PBI,70,60,0.8571428571428571
WN,BWI,PHX,93,77,0.8279569892473119
WN,BWI,PIT,84,70,0.8333333333333334
WN,BWI,PVD,243,172,0.7078189300411523
WN,BWI,RDU,174,125,0.7183908045977011
WN,BWI,RSW,59,50,0.847457627118644
WN,BWI,SAN,61,50,0.819672131147541
WN,BWI,SAT,70,56,0.8
WN,BWI,SDF,88,61,0.6931818181818182
WN,BWI,SLC,31,30,0.967741935483871
WN,BWI,STL,140,109,0.7785714285714286
WN,BWI,TPA,146,118,0.8082191780821918
WN,CLE,BNA,61,34,0.5573770491803278
WN,CLE,BWI,113,82,0.7256637168141593
WN,CLE,LAS,31,31,1.0
WN,CLE,MDW,178,116,0.651685393258427
WN,CLE,STL,39,24,0.6153846153846154
WN,CMH,BNA,56,42,0.75
WN,CMH,BWI,142,94,0.6619718309859155
WN,CMH,LAS,62,42,0.6774193548387096
WN,CMH,MCO,92,73,0.7934782608695652
WN,CMH,MDW,181,132,0.7292817679558011
WN,CMH,PHX,31,22,0.7096774193548387
WN,CMH,STL,53,43,0.8113207547169812
WN,CMH,TPA,62,44,0.7096774193548387
WN,CRP,HOU,138,59,0.427536231884058
WN,DAL,ABQ,234,201,0.8589743589743589
WN,DAL,AMA,156,120,0.7692307692307693
WN,DAL,AUS,324,220,0.6790123456790124
WN,DAL,BHM,88,77,0.875
WN,DAL,ELP,201,167,0.8308457711442786
WN,DAL,HOU,701,477,0.6804564907275321
WN,DAL,LBB,157,121,0.7707006369426752
WN,DAL,LIT,172,129,0.75
WN,DAL,MAF,147,116,0.7891156462585034
WN,DAL,MCI,279,232,0.8315412186379928
WN,DAL,MSY,201,149,0.7412935323383084
WN,DAL,OKC,139,112,0.8057553956834532
WN,DAL,SAT,383,252,0.6579634464751958
WN,DAL,STL,225,174,0.7733333333333333
WN,DAL,TUL,151,115,0.7615894039735099
WN,DEN,ABQ,88,64,0.7272727272727273
WN,DEN,AMA,56,43,0.7678571428571429
WN,DEN,AUS,88,66,0.75
WN,DEN,BDL,31,26,0.8387096774193549
WN,DEN,BNA,88,62,0.7045454545454546
WN,DEN,BOI,62,46,0.7419354838709677
WN,DEN,BOS,62,44,0.7096774193548387
WN,DEN,BWI,114,77,0.6754385964912281
WN,DEN,DTW,62,43,0.6935483870967742
WN,DEN,FLL,62,46,0.7419354838709677
WN,DEN,GEG,62,48,0.7741935483870968
WN,DEN,HOU,120,83,0.6916666666666667
WN,DEN,IAD,62,51,0.8225806451612904
WN,DEN,IND,87,67,0.7701149425287356
WN,DEN,LAS,247,173,0.7004048582995951
WN,DEN,LAX,212,142,0.6698113207547169
WN,DEN,MCI,145,95,0.6551724137931034
WN,DEN,MCO,87,59,0.6781609195402298
WN,DEN,MDW,261,169,0.6475095785440613
WN,DEN,MSP,112,79,0.7053571428571429
WN,DEN,MSY,61,49,0.8032786885245902
WN,DEN,OAK,113,82,0.7256637168141593
WN,DEN,OKC,89,65,0.7303370786516854
WN,DEN,OMA,84,63,0.75
WN,DEN,ONT,62,49,0.7903225806451613
WN,DEN,PDX,86,62,0.7209302325581395
WN,DEN,PHL,87,63,0.7241379310344828
WN,DEN,PHX,245,182,0.7428571428571429
WN,DEN,RDU,32,27,0.84375
WN,DEN,RNO,32,22,0.6875
WN,DEN,SAN,147,110,0.7482993197278912
WN,DEN,SAT,63,46,0.7301587301587301
WN,DEN,SEA,101,85,0.8415841584158416
WN,DEN,SFO,115,100,0.8695652173913043
WN,DEN,SJC,87,56,0.6436781609195402
WN,DEN,SLC,168,122,0.7261904761904762
WN,DEN,SMF,84,66,0.7857142857142857
WN,DEN,SNA,85,66,0.7764705882352941
WN,DEN,STL,115,75,0.6521739130434783
WN,DEN,TPA,62,47,0.7580645161290323
WN,DEN,TUL,84,57,0.6785714285714286
WN,DEN,TUS,57,46,0.8070175438596491
WN,DTW,BNA,56,45,0.8035714285714286
WN,DTW,BWI,95,60,0.631578947368421
WN,DTW,DEN,62,53,0.8548387096774194
WN,DTW,MDW,171,123,0.7192982456140351
WN,DTW,PHX,31,31,1.0
WN,DTW,STL,61,42,0.6885245901639344
WN,ECP,BNA,62,21,0.3387096774193548
WN,ECP,BWI,62,25,0.4032258064516129
WN,ECP,HOU,62,23,0.3709677419354839
WN,ECP,MCO,62,20,0.3225806451612903
WN,ELP,ABQ,55,38,0.6909090909090909
WN,ELP,AUS,94,48,0.5106382978723404
WN,ELP,DAL,198,124,0.6262626262626263
WN,ELP,HOU,87,50,0.5747126436781609
WN,ELP,LAS,93,59,0.6344086021505376
WN,ELP,LAX,87,62,0.7126436781609196
WN,ELP,PHX,170,117,0.6882352941176471
WN,ELP,SAN,31,18,0.5806451612903226
WN,ELP,SAT,70,42,0.6
WN,FLL,ALB,31,22,0.7096774193548387
WN,FLL,AUS,31,19,0.6129032258064516
WN,FLL,BDL,31,22,0.7096774193548387
WN,FLL,BNA,62,50,0.8064516129032258
WN,FLL,BUF,31,11,0.3548387096774194
WN,FLL,BWI,130,88,0.676923076923077
WN,FLL,DEN,62,42,0.6774193548387096
WN,FLL,HOU,62,48,0.7741935483870968
WN,FLL,ISP,94,55,0.5851063829787234
WN,FLL,JAX,137,78,0.5693430656934306
WN,FLL,LAS,31,20,0.6451612903225806
WN,FLL,MCI,31,19,0.6129032258064516
WN,FLL,MCO,145,85,0.5862068965517241
WN,FLL,MDW,123,86,0.6991869918699187
WN,FLL,MSY,58,32,0.5517241379310345
WN,FLL,PHL,91,52,0.5714285714285714
WN,FLL,PHX,31,22,0.7096774193548387
WN,FLL,PVD,46,30,0.6521739130434783
WN,FLL,RDU,31,19,0.6129032258064516
WN,FLL,STL,31,21,0.6774193548387096
WN,FLL,TPA,201,114,0.5671641791044776
WN,GEG,BOI,86,44,0.5116279069767442
WN,GEG,DEN,62,26,0.41935483870967744
WN,GEG,LAS,62,34,0.5483870967741935
WN,GEG,OAK,62,26,0.41935483870967744
WN,GEG,PDX,70,41,0.5857142857142857
WN,GEG,SEA,70,39,0.5571428571428572
WN,GEG,SLC,31,11,0.3548387096774194
WN,HOU,ABQ,87,58,0.6666666666666666
WN,HOU,AUS,142,113,0.795774647887324
WN,HOU,BHM,62,45,0.7258064516129032
WN,HOU,BNA,118,91,0.7711864406779662
WN,HOU,BWI,88,69,0.7840909090909091
WN,HOU,CRP,138,101,0.7318840579710145
WN,HOU,DAL,698,451,0.6461318051575932
WN,HOU,DEN,119,85,0.7142857142857143
WN,HOU,ECP,62,51,0.8225806451612904
WN,HOU,ELP,86,64,0.7441860465116279
WN,HOU,FLL,61,53,0.8688524590163934
WN,HOU,HRL,181,150,0.8287292817679558
WN,HOU,JAN,93,67,0.7204301075268817
WN,HOU,JAX,31,29,0.9354838709677419
WN,HOU,LAS,118,89,0.7542372881355932
WN,HOU,LAX,118,97,0.8220338983050848
WN,HOU,LIT,31,19,0.6129032258064516
WN,HOU,MAF,56,36,0.6428571428571429
WN,HOU,MCO,123,107,0.8699186991869918
WN,HOU,MDW,171,137,0.8011695906432749
WN,HOU,MSY,282,188,0.6666666666666666
WN,HOU,OAK,61,52,0.8524590163934426
WN,HOU,OKC,94,72,0.7659574468085106
WN,HOU,PHL,39,30,0.7692307692307693
WN,HOU,PHX,118,90,0.7627118644067796
WN,HOU,SAN,56,42,0.75
WN,HOU,SAT,145,112,0.7724137931034483
WN,HOU,STL,111,83,0.7477477477477478
WN,HOU,TPA,123,102,0.8292682926829268
WN,HOU,TUL,99,65,0.6565656565656566
WN,HRL,AUS,31,14,0.45161290322580644
WN,HRL,HOU,181,85,0.4696132596685083
WN,HRL,SAT,55,22,0.4
WN,IAD,DEN,62,41,0.6612903225806451
WN,IAD,MDW,177,108,0.6101694915254238
WN,IND,BWI,95,59,0.6210526315789474
WN,IND,DEN,86,55,0.6395348837209303
WN,IND,LAS,87,53,0.6091954022988506
WN,IND,MCI,60,42,0.7
WN,IND,MCO,32,17,0.53125
WN,IND,MDW,95,64,0.6736842105263158
WN,IND,PHX,32,24,0.75
WN,IND,TPA,31,17,0.5483870967741935
WN,ISP,BWI,149,90,0.6040268456375839
WN,ISP,FLL,94,48,0.5106382978723404
WN,ISP,MCO,137,77,0.5620437956204379
WN,ISP,MDW,92,47,0.5108695652173914
WN,ISP,PBI,89,47,0.5280898876404494
WN,ISP,TPA,70,39,0.5571428571428572
WN,JAN,BWI,39,21,0.5384615384615384
WN,JAN,HOU,92,41,0.44565217391304346
WN,JAN,MCO,31,16,0.5161290322580645
WN,JAN,MDW,56,34,0.6071428571428571
WN,JAX,BHM,31,16,0.5161290322580645
WN,JAX,BNA,86,57,0.6627906976744186
WN,JAX,BWI,121,66,0.5454545454545454
WN,JAX,FLL,138,60,0.43478260869565216
WN,JAX,HOU,31,27,0.8709677419354839
WN,JAX,LAS,31,20,0.6451612903225806
WN,JAX,ORF,56,21,0.375
WN,JAX,PHL,31,21,0.6774193548387096
WN,JAX,TPA,81,45,0.5555555555555556
WN,LAS,ABQ,155,118,0.7612903225806451
WN,LAS,ALB,31,25,0.8064516129032258
WN,LAS,AMA,31,26,0.8387096774193549
WN,LAS,AUS,92,77,0.8369565217391305
WN,LAS,BDL,31,22,0.7096774193548387
WN,LAS,BHM,31,29,0.9354838709677419
WN,LAS,BNA,84,74,0.8809523809523809
WN,LAS,BOI,61,48,0.7868852459016393
WN,LAS,BUF,31,31,1.0
WN,LAS,BUR,331,229,0.6918429003021148
WN,LAS,BWI,90,73,0.8111111111111111
WN,LAS,CLE,31,29,0.9354838709677419
WN,LAS,CMH,61,47,0.7704918032786885
WN,LAS,DEN,250,175,0.7
WN,LAS,ELP,91,75,0.8241758241758241
WN,LAS,FLL,31,29,0.9354838709677419
WN,LAS,GEG,62,53,0.8548387096774194
WN,LAS,HOU,119,90,0.7563025210084033
WN,LAS,IND,87,71,0.8160919540229885
WN,LAS,JAX,31,29,0.9354838709677419
WN,LAS,LAX,338,231,0.6834319526627219
WN,LAS,LBB,31,29,0.9354838709677419
WN,LAS,LIT,31,26,0.8387096774193549
WN,LAS,MAF,31,22,0.7096774193548387
WN,LAS,MCI,117,97,0.8290598290598291
WN,LAS,MCO,60,52,0.8666666666666667
WN,LAS,MDW,265,190,0.7169811320754716
WN,LAS,MHT,31,24,0.7741935483870968
WN,LAS,MKE,62,51,0.8225806451612904
WN,LAS,MSY,60,52,0.8666666666666667
WN,LAS,OAK,241,189,0.7842323651452282
WN,LAS,OKC,62,43,0.6935483870967742
WN,LAS,OMA,62,50,0.8064516129032258
WN,LAS,ONT,207,152,0.7342995169082126
WN,LAS,ORF,1,1,1.0
WN,LAS,PDX,118,95,0.8050847457627118
WN,LAS,PHL,31,27,0.8709677419354839
WN,LAS,PHX,401,300,0.7481296758104738
WN,LAS,PIT,61,58,0.9508196721311475
WN,LAS,PVD,31,25,0.8064516129032258
WN,LAS,RDU,31,28,0.9032258064516129
WN,LAS,RNO,296,209,0.706081081081081
WN,LAS,SAN,336,263,0.7827380952380952
WN,LAS,SAT,118,92,0.7796610169491526
WN,LAS,SDF,31,28,0.9032258064516129
WN,LAS,SEA,144,107,0.7430555555555556
WN,LAS,SFO,208,164,0.7884615384615384
WN,LAS,SJC,241,177,0.7344398340248963
WN,LAS,SLC,161,130,0.8074534161490683
WN,LAS,SMF,236,180,0.7627118644067796
WN,LAS,SNA,232,155,0.6681034482758621
WN,LAS,STL,114,87,0.7631578947368421
WN,LAS,TPA,62,58,0.9354838709677419
WN,LAS,TUL,31,29,0.9354838709677419
WN,LAS,TUS,147,103,0.7006802721088435
WN,LAX,ABQ,118,88,0.7457627118644068
WN,LAX,AUS,56,44,0.7857142857142857
WN,LAX,BNA,61,46,0.7540983606557377
WN,LAX,BWI,31,26,0.8387096774193549
WN,LAX,DEN,214,149,0.6962616822429907
WN,LAX,ELP,86,69,0.8023255813953488
WN,LAX,HOU,118,105,0.8898305084745762
WN,LAX,LAS,337,258,0.7655786350148368
WN,LAX,MCI,70,45,0.6428571428571429
WN,LAX,MDW,181,129,0.712707182320442
WN,LAX,MSY,31,28,0.9032258064516129
WN,LAX,OAK,406,263,0.6477832512315271
WN,LAX,PHX,295,217,0.735593220338983
WN,LAX,RNO,70,48,0.6857142857142857
WN,LAX,SAT,56,52,0.9285714285714286
WN,LAX,SFO,318,244,0.7672955974842768
WN,LAX,SJC,284,196,0.6901408450704225
WN,LAX,SLC,88,65,0.7386363636363636
WN,LAX,SMF,230,167,0.7260869565217392
WN,LAX,STL,62,56,0.9032258064516129
WN,LAX,TUS,146,118,0.8082191780821918
WN,LBB,ABQ,31,12,0.3870967741935484
WN,LBB,AUS,56,24,0.42857142857142855
WN,LBB,DAL,157,93,0.5923566878980892
WN,LBB,LAS,31,25,0.8064516129032258
WN,LGA,BWI,93,53,0.5698924731182796
WN,LGA,MDW,149,105,0.7046979865771812
WN,LIT,BWI,31,22,0.7096774193548387
WN,LIT,DAL,172,102,0.5930232558139535
WN,LIT,HOU,31,16,0.5161290322580645
WN,LIT,LAS,31,24,0.7741935483870968
WN,LIT,MDW,32,21,0.65625
WN,LIT,PHX,31,14,0.45161290322580644
WN,LIT,STL,53,31,0.5849056603773585
WN,MAF,ABQ,31,9,0.2903225806451613
WN,MAF,DAL,147,57,0.3877551020408163
WN,MAF,HOU,56,24,0.42857142857142855
WN,MAF,LAS,31,22,0.7096774193548387
WN,MCI,ABQ,38,32,0.8421052631578947
WN,MCI,BNA,87,57,0.6551724137931034
WN,MCI,BWI,84,54,0.6428571428571429
WN,MCI,DAL,278,195,0.7014388489208633
WN,MCI,DEN,144,102,0.7083333333333334
WN,MCI,FLL,31,26,0.8387096774193549
WN,MCI,IND,60,43,0.7166666666666667
WN,MCI,LAS,117,91,0.7777777777777778
WN,MCI,LAX,70,61,0.8714285714285714
WN,MCI,MCO,66,48,0.7272727272727273
WN,MCI,MDW,280,212,0.7571428571428571
WN,MCI,MKE,91,60,0.6593406593406593
WN,MCI,OAK,31,19,0.6129032258064516
WN,MCI,OKC,60,48,0.8
WN,MCI,PDX,31,28,0.9032258064516129
WN,MCI,PHX,84,59,0.7023809523809523
WN,MCI,SAN,56,45,0.8035714285714286
WN,MCI,SEA,31,27,0.8709677419354839
WN,MCI,STL,136,91,0.6691176470588235
WN,MCI,TPA,56,36,0.6428571428571429
WN,MCO,ABQ,32,26,0.8125
WN,MCO,ALB,76,40,0.5263157894736842
WN,MCO,AUS,32,26,0.8125
WN,MCO,BDL,91,54,0.5934065934065934
WN,MCO,BHM,63,34,0.5396825396825397
WN,MCO,BNA,125,65,0.52
WN,MCO,BUF,67,46,0.6865671641791045
WN,MCO,BWI,217,124,0.5714285714285714
WN,MCO,CMH,93,55,0.5913978494623656
WN,MCO,DEN,84,60,0.7142857142857143
WN,MCO,ECP,62,42,0.6774193548387096
WN,MCO,FLL,143,80,0.5594405594405595
WN,MCO,HOU,122,76,0.6229508196721312
WN,MCO,IND,32,14,0.4375
WN,MCO,ISP,136,79,0.5808823529411765
WN,MCO,JAN,31,18,0.5806451612903226
WN,MCO,LAS,60,32,0.5333333333333333
WN,MCO,MCI,66,44,0.6666666666666666
WN,MCO,MDW,196,107,0.5459183673469388
WN,MCO,MHT,99,53,0.5353535353535354
WN,MCO,MKE,58,23,0.39655172413793105
WN,MCO,MSY,133,92,0.6917293233082706
WN,MCO,ORF,62,33,0.532258064516129
WN,MCO,PHL,136,73,0.5367647058823529
WN,MCO,PHX,31,21,0.6774193548387096
WN,MCO,PIT,91,52,0.5714285714285714
WN,MCO,PVD,137,68,0.49635036496350365
WN,MCO,RDU,93,44,0.4731182795698925
WN,MCO,RSW,124,57,0.4596774193548387
WN,MCO,SAT,32,25,0.78125
WN,MCO,SDF,31,6,0.1935483870967742
WN,MCO,STL,123,85,0.6910569105691057
WN,MDW,ABQ,62,55,0.8870967741935484
WN,MDW,ALB,63,51,0.8095238095238095
WN,MDW,AUS,61,45,0.7377049180327869
WN,MDW,BDL,95,76,0.8
WN,MDW,BHM,62,49,0.7903225806451613
WN,MDW,BNA,201,156,0.7761194029850746
WN,MDW,BOS,145,103,0.7103448275862069
WN,MDW,BUF,117,100,0.8547008547008547
WN,MDW,BWI,184,138,0.75
WN,MDW,CLE,178,127,0.7134831460674157
WN,MDW,CMH,179,130,0.7262569832402235
WN,MDW,DEN,262,200,0.7633587786259542
WN,MDW,DTW,169,140,0.8284023668639053
WN,MDW,FLL,123,98,0.7967479674796748
WN,MDW,HOU,171,135,0.7894736842105263
WN,MDW,IAD,177,118,0.6666666666666666
WN,MDW,IND,93,73,0.7849462365591398
WN,MDW,ISP,94,70,0.7446808510638298
WN,MDW,JAN,56,41,0.7321428571428571
WN,MDW,LAS,268,217,0.8097014925373134
WN,MDW,LAX,180,151,0.8388888888888889
WN,MDW,LGA,149,116,0.7785234899328859
WN,MDW,LIT,32,30,0.9375
WN,MDW,MCI,279,215,0.7706093189964157
WN,MDW,MCO,193,148,0.7668393782383419
WN,MDW,MHT,92,61,0.6630434782608695
WN,MDW,MSP,230,175,0.7608695652173914
WN,MDW,MSY,39,30,0.7692307692307693
WN,MDW,OAK,102,89,0.8725490196078431
WN,MDW,OMA,150,112,0.7466666666666667
WN,MDW,ONT,31,29,0.9354838709677419
WN,MDW,ORF,64,47,0.734375
WN,MDW,PDX,32,30,0.9375
WN,MDW,PHL,171,112,0.6549707602339181
WN,MDW,PHX,207,168,0.8115942028985508
WN,MDW,PIT,171,126,0.7368421052631579
WN,MDW,PVD,87,63,0.7241379310344828
WN,MDW,RDU,96,84,0.875
WN,MDW,RNO,31,28,0.9032258064516129
WN,MDW,RSW,93,71,0.7634408602150538
WN,MDW,SAN,117,102,0.8717948717948718
WN,MDW,SAT,62,51,0.8225806451612904
WN,MDW,SDF,124,94,0.7580645161290323
WN,MDW,SEA,62,56,0.9032258064516129
WN,MDW,SFO,87,74,0.8505747126436781
WN,MDW,SJC,31,26,0.8387096774193549
WN,MDW,SLC,62,58,0.9354838709677419
WN,MDW,SMF,31,28,0.9032258064516129
WN,MDW,SNA,31,29,0.9354838709677419
WN,MDW,STL,256,195,0.76171875
WN,MDW,TPA,133,101,0.7593984962406015
WN,MDW,TUS,32,27,0.84375
WN,MHT,BWI,215,119,0.5534883720930233
WN,MHT,LAS,31,9,0.2903225806451613
WN,MHT,MCO,99,55,0.5555555555555556
WN,MHT,MDW,92,32,0.34782608695652173
WN,MHT,PHL,111,49,0.44144144144144143
WN,MHT,PHX,31,17,0.5483870967741935
WN,MHT,TPA,62,34,0.5483870967741935
WN,MKE,BWI,88,49,0.5568181818181818
WN,MKE,LAS,62,45,0.7258064516129032
WN,MKE,MCI,92,36,0.391304347826087
WN,MKE,MCO,58,21,0.3620689655172414
WN,MKE,PHX,32,21,0.65625
